sample,mouse.ID,Diet,Batch,age.wks,age.approx.wks,Age (month),Cage,Cohort,Age_bins,Age group
DO_AL_0170_044w,DO-AL-0170,AL,111,44,44,10,6470,G28W1,6-12 months,8/10/16 months
DO_AL_0170_021w,DO-AL-0170,AL,107,21,21,5,6470,G28W1,<=5 months,5 months
DO_1D_3018_097w,DO-1D-3018,1D,14,97,96,22,3395,G22W2,19-24 months,22/28 months
DO_1D_3018_069w,DO-1D-3018,1D,12,69,69,16,3395,G22W2,13-18 months,8/10/16 months
DO_1D_3018_035w,DO-1D-3018,1D,9,35,35,8,3395,G22W2,6-12 months,8/10/16 months
DO_40_2039_069w,DO-40-2039,40,25,69,69,16,4108,G23W1,13-18 months,8/10/16 months
DO_40_2039_174w,DO-40-2039,40,32,174,174,40,4108,G23W1,>=31 months,34+months
DO_40_2039_044w,DO-40-2039,40,23,44,44,10,4108,G23W1,6-12 months,8/10/16 months
DO_40_2039_148w,DO-40-2039,40,31,148,148,34,4108,G23W1,>=31 months,34+months
DO_40_2039_096w,DO-40-2039,40,27,96,96,22,4108,G23W1,19-24 months,22/28 months
DO_40_2039_023w,DO-40-2039,40,18,23,21,5,4108,G23W1,<=5 months,5 months
DO_AL_0073_021w,DO-AL-0073,AL,46,21,21,5,4969,G24W1,<=5 months,5 months
DO_AL_0073_044w,DO-AL-0073,AL,48,44,44,10,4969,G24W1,6-12 months,8/10/16 months
DO_20_1035_069w,DO-20-1035,20,25,69,69,16,4106,G23W1,13-18 months,8/10/16 months
DO_20_1035_023w,DO-20-1035,20,17,23,21,5,4106,G23W1,<=5 months,5 months
DO_20_1035_044w,DO-20-1035,20,22,44,44,10,4106,G23W1,6-12 months,8/10/16 months
DO_40_2083_096w,DO-40-2083,40,66,96,96,22,5085,G24W2,19-24 months,22/28 months
DO_40_2083_069w,DO-40-2083,40,63,69,69,16,5085,G24W2,13-18 months,8/10/16 months
DO_40_2083_022w,DO-40-2083,40,57,22,21,5,5085,G24W2,<=5 months,5 months
DO_1D_3180_096w,DO-1D-3180,1D,126,96,96,22,6537,G28W2,19-24 months,22/28 months
DO_1D_3180_044w,DO-1D-3180,1D,121,44,44,10,6537,G28W2,6-12 months,8/10/16 months
DO_1D_3180_122w,DO-1D-3180,1D,127,122,121,28,6537,G28W2,25-30 months,22/28 months
DO_1D_3180_021w,DO-1D-3180,1D,120,21,21,5,6537,G28W2,<=5 months,5 months
DO_40_2143_121w,DO-40-2143,40,95,121,121,28,6187,G27W1,25-30 months,22/28 months
DO_40_2143_021w,DO-40-2143,40,85,21,21,5,6187,G27W1,<=5 months,5 months
DO_40_2143_044w,DO-40-2143,40,87,44,44,10,6187,G27W1,6-12 months,8/10/16 months
DO_AL_0053_121w,DO-AL-0053,AL,43,121,121,28,4332,G23W2,25-30 months,22/28 months
DO_AL_0053_096w,DO-AL-0053,AL,41,96,96,22,4332,G23W2,19-24 months,22/28 months
DO_AL_0053_069w,DO-AL-0053,AL,38,69,69,16,4332,G23W2,13-18 months,8/10/16 months
DO_AL_0053_044w,DO-AL-0053,AL,35,44,44,10,4332,G23W2,6-12 months,8/10/16 months
DO_AL_0053_020w,DO-AL-0053,AL,32,20,21,5,4332,G23W2,<=5 months,5 months
DO_40_2165_021w,DO-40-2165,40,108,21,21,5,6473,G28W1,<=5 months,5 months
DO_40_2165_044w,DO-40-2165,40,112,44,44,10,6473,G28W1,6-12 months,8/10/16 months
DO_40_2165_097w,DO-40-2165,40,115,97,96,22,6473,G28W1,19-24 months,22/28 months
DO_40_2165_069w,DO-40-2165,40,114,69,69,16,6473,G28W1,13-18 months,8/10/16 months
DO_20_1011_038w,DO-20-1011,20,3,38,35,8,3300,G22W1,6-12 months,8/10/16 months
DO_20_1011_044w,DO-20-1011,20,1,44,44,10,3300,G22W1,6-12 months,8/10/16 months
DO_20_1011_097w,DO-20-1011,20,6,97,96,22,3300,G22W1,19-24 months,22/28 months
DO_20_1011_069w,DO-20-1011,20,5,69,69,16,3300,G22W1,13-18 months,8/10/16 months
DO_2D_4066_021w,DO-2D-4066,2D,48,21,21,5,4978,G24W1,<=5 months,5 months
DO_2D_4066_068w,DO-2D-4066,2D,52,68,69,16,4978,G24W1,13-18 months,8/10/16 months
DO_2D_4066_044w,DO-2D-4066,2D,50,44,44,10,4978,G24W1,6-12 months,8/10/16 months
DO_20_1099_044w,DO-20-1099,20,70,44,44,10,5836,G26W1,6-12 months,8/10/16 months
DO_20_1099_121w,DO-20-1099,20,81,121,121,28,5836,G26W1,25-30 months,22/28 months
DO_20_1099_069w,DO-20-1099,20,72,69,69,16,5836,G26W1,13-18 months,8/10/16 months
DO_AL_0122_044w,DO-AL-0122,AL,77,44,44,10,5879,G26W2,6-12 months,8/10/16 months
DO_AL_0122_120w,DO-AL-0122,AL,80,120,121,28,5879,G26W2,25-30 months,22/28 months
DO_AL_0122_069w,DO-AL-0122,AL,78,69,69,16,5879,G26W2,13-18 months,8/10/16 months
DO_AL_0122_096w,DO-AL-0122,AL,78,96,96,22,5879,G26W2,19-24 months,22/28 months
DO_AL_0122_021w,DO-AL-0122,AL,75,21,21,5,5879,G26W2,<=5 months,5 months
DO_AL_0003_121w,DO-AL-0003,AL,6,121,121,28,3297,G22W1,25-30 months,22/28 months
DO_AL_0003_044w,DO-AL-0003,AL,1,44,44,10,3297,G22W1,6-12 months,8/10/16 months
DO_AL_0003_097w,DO-AL-0003,AL,6,97,96,22,3297,G22W1,19-24 months,22/28 months
DO_AL_0003_069w,DO-AL-0003,AL,4,69,69,16,3297,G22W1,13-18 months,8/10/16 months
DO_2D_4184_122w,DO-2D-4184,2D,127,122,121,28,6539,G28W2,25-30 months,22/28 months
DO_2D_4184_069w,DO-2D-4184,2D,125,69,69,16,6539,G28W2,13-18 months,8/10/16 months
DO_2D_4184_044w,DO-2D-4184,2D,122,44,44,10,6539,G28W2,6-12 months,8/10/16 months
DO_2D_4184_148w,DO-2D-4184,2D,128,148,148,34,6539,G28W2,>=31 months,34+months
DO_2D_4184_096w,DO-2D-4184,2D,126,96,96,22,6539,G28W2,19-24 months,22/28 months
DO_2D_4184_021w,DO-2D-4184,2D,120,21,21,5,6539,G28W2,<=5 months,5 months
DO_AL_0034_023w,DO-AL-0034,AL,17,23,21,5,4104,G23W1,<=5 months,5 months
DO_20_1087_096w,DO-20-1087,20,66,96,96,22,5078,G24W2,19-24 months,22/28 months
DO_20_1087_069w,DO-20-1087,20,62,69,69,16,5078,G24W2,13-18 months,8/10/16 months
DO_20_1087_148w,DO-20-1087,20,67,148,148,34,5078,G24W2,>=31 months,34+months
DO_40_2177_021w,DO-40-2177,40,119,21,21,5,6535,G28W2,<=5 months,5 months
DO_40_2177_044w,DO-40-2177,40,121,44,44,10,6535,G28W2,6-12 months,8/10/16 months
DO_2D_4045_069w,DO-2D-4045,2D,26,69,69,16,4115,G23W1,13-18 months,8/10/16 months
DO_2D_4045_096w,DO-2D-4045,2D,29,96,96,22,4115,G23W1,19-24 months,22/28 months
DO_1D_3112_069w,DO-1D-3112,1D,73,69,69,16,5843,G26W1,13-18 months,8/10/16 months
DO_1D_3112_121w,DO-1D-3112,1D,81,121,121,28,5843,G26W1,25-30 months,22/28 months
DO_20_1122_044w,DO-20-1122,20,77,44,44,10,5881,G26W2,6-12 months,8/10/16 months
DO_20_1122_096w,DO-20-1122,20,79,96,96,22,5881,G26W2,19-24 months,22/28 months
DO_20_1122_021w,DO-20-1122,20,75,21,21,5,5881,G26W2,<=5 months,5 months
DO_20_1122_120w,DO-20-1122,20,80,120,121,28,5881,G26W2,25-30 months,22/28 months
DO_40_2178_021w,DO-40-2178,40,119,21,21,5,6535,G28W2,<=5 months,5 months
DO_40_2178_069w,DO-40-2178,40,123,69,69,16,6535,G28W2,13-18 months,8/10/16 months
DO_20_1069_021w,DO-20-1069,20,46,21,21,5,4972,G24W1,<=5 months,5 months
DO_20_1069_175w,DO-20-1069,20,56,175,174,40,4972,G24W1,>=31 months,34+months
DO_20_1069_120w,DO-20-1069,20,54,120,121,28,4972,G24W1,25-30 months,22/28 months
DO_20_1069_068w,DO-20-1069,20,50,68,69,16,4972,G24W1,13-18 months,8/10/16 months
DO_20_1069_149w,DO-20-1069,20,56,149,148,34,4972,G24W1,>=31 months,34+months
DO_20_1162_044w,DO-20-1162,20,111,44,44,10,6471,G28W1,6-12 months,8/10/16 months
DO_20_1162_021w,DO-20-1162,20,108,21,21,5,6471,G28W1,<=5 months,5 months
DO_AL_0018_069w,DO-AL-0018,AL,12,69,69,16,3389,G22W2,13-18 months,8/10/16 months
DO_AL_0018_035w,DO-AL-0018,AL,9,35,35,8,3389,G22W2,6-12 months,8/10/16 months
DO_AL_0018_043w,DO-AL-0018,AL,10,43,44,10,3389,G22W2,6-12 months,8/10/16 months
DO_AL_0018_097w,DO-AL-0018,AL,13,97,96,22,3389,G22W2,19-24 months,22/28 months
DO_20_1038_044w,DO-20-1038,20,22,44,44,10,4106,G23W1,6-12 months,8/10/16 months
DO_20_1038_023w,DO-20-1038,20,17,23,21,5,4106,G23W1,<=5 months,5 months
DO_40_2071_095w,DO-40-2071,40,53,95,96,22,4974,G24W1,19-24 months,22/28 months
DO_40_2071_021w,DO-40-2071,40,47,21,21,5,4974,G24W1,<=5 months,5 months
DO_AL_0072_021w,DO-AL-0072,AL,46,21,21,5,4968,G24W1,<=5 months,5 months
DO_AL_0072_095w,DO-AL-0072,AL,52,95,96,22,4968,G24W1,19-24 months,22/28 months
DO_AL_0072_044w,DO-AL-0072,AL,48,44,44,10,4968,G24W1,6-12 months,8/10/16 months
DO_20_1183_122w,DO-20-1183,20,127,122,121,28,6533,G28W2,25-30 months,22/28 months
DO_20_1183_096w,DO-20-1183,20,126,96,96,22,6533,G28W2,19-24 months,22/28 months
DO_20_1183_044w,DO-20-1183,20,121,44,44,10,6533,G28W2,6-12 months,8/10/16 months
DO_20_1183_021w,DO-20-1183,20,118,21,21,5,6533,G28W2,<=5 months,5 months
DO_20_1183_148w,DO-20-1183,20,128,148,148,34,6533,G28W2,>=31 months,34+months
DO_20_1082_069w,DO-20-1082,20,62,69,69,16,5078,G24W2,13-18 months,8/10/16 months
DO_20_1082_022w,DO-20-1082,20,57,22,21,5,5078,G24W2,<=5 months,5 months
DO_20_1082_121w,DO-20-1082,20,66,121,121,28,5078,G24W2,25-30 months,22/28 months
DO_20_1082_096w,DO-20-1082,20,66,96,96,22,5078,G24W2,19-24 months,22/28 months
DO_20_1034_069w,DO-20-1034,20,25,69,69,16,4106,G23W1,13-18 months,8/10/16 months
DO_20_1034_044w,DO-20-1034,20,22,44,44,10,4106,G23W1,6-12 months,8/10/16 months
DO_20_1034_121w,DO-20-1034,20,29,121,121,28,4106,G23W1,25-30 months,22/28 months
DO_20_1034_023w,DO-20-1034,20,17,23,21,5,4106,G23W1,<=5 months,5 months
DO_20_1034_096w,DO-20-1034,20,27,96,96,22,4106,G23W1,19-24 months,22/28 months
DO_20_1017_043w,DO-20-1017,20,10,43,44,10,3391,G22W2,6-12 months,8/10/16 months
DO_20_1017_069w,DO-20-1017,20,12,69,69,16,3391,G22W2,13-18 months,8/10/16 months
DO_20_1017_035w,DO-20-1017,20,9,35,35,8,3391,G22W2,6-12 months,8/10/16 months
DO_20_1017_097w,DO-20-1017,20,13,97,96,22,3391,G22W2,19-24 months,22/28 months
DO_AL_0096_069w,DO-AL-0096,AL,62,69,69,16,5077,G24W2,13-18 months,8/10/16 months
DO_AL_0096_022w,DO-AL-0096,AL,57,22,21,5,5077,G24W2,<=5 months,5 months
DO_AL_0146_021w,DO-AL-0146,AL,93,21,21,5,6301,G27W2,<=5 months,5 months
DO_40_2160_096w,DO-40-2160,40,103,96,96,22,6306,G27W2,19-24 months,22/28 months
DO_40_2160_044w,DO-40-2160,40,99,44,44,10,6306,G27W2,6-12 months,8/10/16 months
DO_40_2160_121w,DO-40-2160,40,105,121,121,28,6306,G27W2,25-30 months,22/28 months
DO_40_2160_021w,DO-40-2160,40,97,21,21,5,6306,G27W2,<=5 months,5 months
DO_40_2160_069w,DO-40-2160,40,101,69,69,16,6306,G27W2,13-18 months,8/10/16 months
DO_1D_3106_069w,DO-1D-3106,1D,73,69,69,16,5843,G26W1,13-18 months,8/10/16 months
DO_1D_3106_044w,DO-1D-3106,1D,71,44,44,10,5843,G26W1,6-12 months,8/10/16 months
DO_1D_3052_121w,DO-1D-3052,1D,45,121,121,28,4340,G23W2,25-30 months,22/28 months
DO_1D_3052_069w,DO-1D-3052,1D,39,69,69,16,4340,G23W2,13-18 months,8/10/16 months
DO_1D_3035_096w,DO-1D-3035,1D,28,96,96,22,4112,G23W1,19-24 months,22/28 months
DO_1D_3035_023w,DO-1D-3035,1D,19,23,21,5,4112,G23W1,<=5 months,5 months
DO_1D_3035_069w,DO-1D-3035,1D,25,69,69,16,4112,G23W1,13-18 months,8/10/16 months
DO_1D_3035_044w,DO-1D-3035,1D,23,44,44,10,4112,G23W1,6-12 months,8/10/16 months
DO_2D_4003_044w,DO-2D-4003,2D,2,44,44,10,3312,G22W1,6-12 months,8/10/16 months
DO_2D_4003_097w,DO-2D-4003,2D,6,97,96,22,3312,G22W1,19-24 months,22/28 months
DO_2D_4003_069w,DO-2D-4003,2D,5,69,69,16,3312,G22W1,13-18 months,8/10/16 months
DO_2D_4003_038w,DO-2D-4003,2D,4,38,35,8,3312,G22W1,6-12 months,8/10/16 months
DO_2D_4003_148w,DO-2D-4003,2D,7,148,148,34,3312,G22W1,>=31 months,34+months
DO_2D_4003_121w,DO-2D-4003,2D,6,121,121,28,3312,G22W1,25-30 months,22/28 months
DO_2D_4002_148w,DO-2D-4002,2D,7,148,148,34,3312,G22W1,>=31 months,34+months
DO_2D_4002_097w,DO-2D-4002,2D,6,97,96,22,3312,G22W1,19-24 months,22/28 months
DO_2D_4002_038w,DO-2D-4002,2D,4,38,35,8,3312,G22W1,6-12 months,8/10/16 months
DO_2D_4002_174w,DO-2D-4002,2D,7,174,174,40,3312,G22W1,>=31 months,34+months
DO_2D_4002_044w,DO-2D-4002,2D,2,44,44,10,3312,G22W1,6-12 months,8/10/16 months
DO_2D_4002_069w,DO-2D-4002,2D,5,69,69,16,3312,G22W1,13-18 months,8/10/16 months
DO_2D_4002_121w,DO-2D-4002,2D,6,121,121,28,3312,G22W1,25-30 months,22/28 months
DO_40_2125_148w,DO-40-2125,40,82,148,148,34,5883,G26W2,>=31 months,34+months
DO_40_2125_021w,DO-40-2125,40,76,21,21,5,5883,G26W2,<=5 months,5 months
DO_40_2125_096w,DO-40-2125,40,81,96,96,22,5883,G26W2,19-24 months,22/28 months
DO_40_2125_069w,DO-40-2125,40,78,69,69,16,5883,G26W2,13-18 months,8/10/16 months
DO_40_2125_044w,DO-40-2125,40,77,44,44,10,5883,G26W2,6-12 months,8/10/16 months
DO_40_2125_120w,DO-40-2125,40,80,120,121,28,5883,G26W2,25-30 months,22/28 months
DO_40_2074_068w,DO-40-2074,40,51,68,69,16,4975,G24W1,13-18 months,8/10/16 months
DO_40_2074_095w,DO-40-2074,40,53,95,96,22,4975,G24W1,19-24 months,22/28 months
DO_40_2074_021w,DO-40-2074,40,47,21,21,5,4975,G24W1,<=5 months,5 months
DO_20_1134_044w,DO-20-1134,20,86,44,44,10,6184,G27W1,6-12 months,8/10/16 months
DO_20_1134_096w,DO-20-1134,20,92,96,96,22,6184,G27W1,19-24 months,22/28 months
DO_AL_0041_044w,DO-AL-0041,AL,22,44,44,10,4105,G23W1,6-12 months,8/10/16 months
DO_AL_0041_096w,DO-AL-0041,AL,26,96,96,22,4105,G23W1,19-24 months,22/28 months
DO_AL_0041_069w,DO-AL-0041,AL,25,69,69,16,4105,G23W1,13-18 months,8/10/16 months
DO_40_2191_044w,DO-40-2191,40,121,44,44,10,6536,G28W2,6-12 months,8/10/16 months
DO_40_2191_021w,DO-40-2191,40,119,21,21,5,6536,G28W2,<=5 months,5 months
DO_40_2191_069w,DO-40-2191,40,124,69,69,16,6536,G28W2,13-18 months,8/10/16 months
DO_40_2073_068w,DO-40-2073,40,51,68,69,16,4975,G24W1,13-18 months,8/10/16 months
DO_40_2073_120w,DO-40-2073,40,55,120,121,28,4975,G24W1,25-30 months,22/28 months
DO_40_2073_174w,DO-40-2073,40,56,174,174,40,4975,G24W1,>=31 months,34+months
DO_40_2073_021w,DO-40-2073,40,47,21,21,5,4975,G24W1,<=5 months,5 months
DO_40_2073_095w,DO-40-2073,40,53,95,96,22,4975,G24W1,19-24 months,22/28 months
DO_1D_3046_044w,DO-1D-3046,1D,24,44,44,10,4113,G23W1,6-12 months,8/10/16 months
DO_1D_3046_023w,DO-1D-3046,1D,19,23,21,5,4113,G23W1,<=5 months,5 months
DO_2D_4022_043w,DO-2D-4022,2D,11,43,44,10,3397,G22W2,6-12 months,8/10/16 months
DO_2D_4022_121w,DO-2D-4022,2D,15,121,121,28,3397,G22W2,25-30 months,22/28 months
DO_2D_4022_035w,DO-2D-4022,2D,10,35,35,8,3397,G22W2,6-12 months,8/10/16 months
DO_2D_4022_097w,DO-2D-4022,2D,14,97,96,22,3397,G22W2,19-24 months,22/28 months
DO_2D_4087_043w,DO-2D-4087,2D,61,43,44,10,5095,G24W2,6-12 months,8/10/16 months
DO_2D_4087_068w,DO-2D-4087,2D,64,68,69,16,5095,G24W2,13-18 months,8/10/16 months
DO_2D_4089_069w,DO-2D-4089,2D,64,69,69,16,5096,G24W2,13-18 months,8/10/16 months
DO_2D_4089_121w,DO-2D-4089,2D,67,121,121,28,5096,G24W2,25-30 months,22/28 months
DO_2D_4089_096w,DO-2D-4089,2D,66,96,96,22,5096,G24W2,19-24 months,22/28 months
DO_2D_4189_069w,DO-2D-4189,2D,125,69,69,16,6540,G28W2,13-18 months,8/10/16 months
DO_20_1136_069w,DO-20-1136,20,89,69,69,16,6184,G27W1,13-18 months,8/10/16 months
DO_20_1136_044w,DO-20-1136,20,86,44,44,10,6184,G27W1,6-12 months,8/10/16 months
DO_20_1136_121w,DO-20-1136,20,94,121,121,28,6184,G27W1,25-30 months,22/28 months
DO_20_1136_096w,DO-20-1136,20,92,96,96,22,6184,G27W1,19-24 months,22/28 months
DO_20_1136_021w,DO-20-1136,20,84,21,21,5,6184,G27W1,<=5 months,5 months
DO_20_1136_174w,DO-20-1136,20,129,174,174,40,6184,G27W1,>=31 months,34+months
DO_40_2133_021w,DO-40-2133,40,84,21,21,5,6186,G27W1,<=5 months,5 months
DO_40_2133_096w,DO-40-2133,40,92,96,96,22,6186,G27W1,19-24 months,22/28 months
DO_40_2133_069w,DO-40-2133,40,90,69,69,16,6186,G27W1,13-18 months,8/10/16 months
DO_40_2076_068w,DO-40-2076,40,51,68,69,16,4975,G24W1,13-18 months,8/10/16 months
DO_40_2076_021w,DO-40-2076,40,47,21,21,5,4975,G24W1,<=5 months,5 months
DO_40_2076_095w,DO-40-2076,40,53,95,96,22,4975,G24W1,19-24 months,22/28 months
DO_20_1110_096w,DO-20-1110,20,74,96,96,22,5838,G26W1,19-24 months,22/28 months
DO_20_1110_020w,DO-20-1110,20,68,20,21,5,5838,G26W1,<=5 months,5 months
DO_20_1110_069w,DO-20-1110,20,72,69,69,16,5838,G26W1,13-18 months,8/10/16 months
DO_20_1110_044w,DO-20-1110,20,70,44,44,10,5838,G26W1,6-12 months,8/10/16 months
DO_20_1059_121w,DO-20-1059,20,44,121,121,28,4337,G23W2,25-30 months,22/28 months
DO_20_1059_020w,DO-20-1059,20,33,20,21,5,4337,G23W2,<=5 months,5 months
DO_40_2128_044w,DO-40-2128,40,77,44,44,10,5883,G26W2,6-12 months,8/10/16 months
DO_40_2128_069w,DO-40-2128,40,78,69,69,16,5883,G26W2,13-18 months,8/10/16 months
DO_40_2128_021w,DO-40-2128,40,76,21,21,5,5883,G26W2,<=5 months,5 months
DO_AL_0156_044w,DO-AL-0156,AL,98,44,44,10,6302,G27W2,6-12 months,8/10/16 months
DO_20_1052_020w,DO-20-1052,20,33,20,21,5,4335,G23W2,<=5 months,5 months
DO_1D_3087_069w,DO-1D-3087,1D,63,69,69,16,5093,G24W2,13-18 months,8/10/16 months
DO_1D_3087_022w,DO-1D-3087,1D,58,22,21,5,5093,G24W2,<=5 months,5 months
DO_AL_0060_096w,DO-AL-0060,AL,41,96,96,22,4333,G23W2,19-24 months,22/28 months
DO_AL_0060_121w,DO-AL-0060,AL,44,121,121,28,4333,G23W2,25-30 months,22/28 months
DO_AL_0060_069w,DO-AL-0060,AL,38,69,69,16,4333,G23W2,13-18 months,8/10/16 months
DO_AL_0060_020w,DO-AL-0060,AL,32,20,21,5,4333,G23W2,<=5 months,5 months
DO_AL_0076_095w,DO-AL-0076,AL,52,95,96,22,4969,G24W1,19-24 months,22/28 months
DO_AL_0076_068w,DO-AL-0076,AL,50,68,69,16,4969,G24W1,13-18 months,8/10/16 months
DO_AL_0076_021w,DO-AL-0076,AL,46,21,21,5,4969,G24W1,<=5 months,5 months
DO_1D_3189_069w,DO-1D-3189,1D,124,69,69,16,6538,G28W2,13-18 months,8/10/16 months
DO_1D_3189_021w,DO-1D-3189,1D,120,21,21,5,6538,G28W2,<=5 months,5 months
DO_1D_3189_122w,DO-1D-3189,1D,127,122,121,28,6538,G28W2,25-30 months,22/28 months
DO_1D_3189_096w,DO-1D-3189,1D,126,96,96,22,6538,G28W2,19-24 months,22/28 months
DO_1D_3189_044w,DO-1D-3189,1D,121,44,44,10,6538,G28W2,6-12 months,8/10/16 months
DO_2D_4034_096w,DO-2D-4034,2D,28,96,96,22,4114,G23W1,19-24 months,22/28 months
DO_2D_4034_069w,DO-2D-4034,2D,26,69,69,16,4114,G23W1,13-18 months,8/10/16 months
DO_2D_4034_121w,DO-2D-4034,2D,30,121,121,28,4114,G23W1,25-30 months,22/28 months
DO_AL_0182_069w,DO-AL-0182,AL,122,69,69,16,6531,G28W2,13-18 months,8/10/16 months
DO_AL_0182_021w,DO-AL-0182,AL,118,21,21,5,6531,G28W2,<=5 months,5 months
DO_AL_0181_021w,DO-AL-0181,AL,118,21,21,5,6531,G28W2,<=5 months,5 months
DO_AL_0181_122w,DO-AL-0181,AL,127,122,121,28,6531,G28W2,25-30 months,22/28 months
DO_AL_0181_096w,DO-AL-0181,AL,125,96,96,22,6531,G28W2,19-24 months,22/28 months
DO_AL_0181_069w,DO-AL-0181,AL,122,69,69,16,6531,G28W2,13-18 months,8/10/16 months
DO_40_2109_020w,DO-40-2109,40,69,20,21,5,5841,G26W1,<=5 months,5 months
DO_40_2085_096w,DO-40-2085,40,66,96,96,22,5085,G24W2,19-24 months,22/28 months
DO_40_2085_044w,DO-40-2085,40,60,44,44,10,5085,G24W2,6-12 months,8/10/16 months
DO_40_2085_121w,DO-40-2085,40,66,121,121,28,5085,G24W2,25-30 months,22/28 months
DO_2D_4013_038w,DO-2D-4013,2D,4,38,35,8,3313,G22W1,6-12 months,8/10/16 months
DO_2D_4013_044w,DO-2D-4013,2D,2,44,44,10,3313,G22W1,6-12 months,8/10/16 months
DO_2D_4013_069w,DO-2D-4013,2D,5,69,69,16,3313,G22W1,13-18 months,8/10/16 months
DO_1D_3075_068w,DO-1D-3075,1D,52,68,69,16,4977,G24W1,13-18 months,8/10/16 months
DO_1D_3075_095w,DO-1D-3075,1D,54,95,96,22,4977,G24W1,19-24 months,22/28 months
DO_1D_3075_021w,DO-1D-3075,1D,48,21,21,5,4977,G24W1,<=5 months,5 months
DO_1D_3075_148w,DO-1D-3075,1D,56,148,148,34,4977,G24W1,>=31 months,34+months
DO_40_2078_095w,DO-40-2078,40,53,95,96,22,4975,G24W1,19-24 months,22/28 months
DO_40_2078_148w,DO-40-2078,40,56,148,148,34,4975,G24W1,>=31 months,34+months
DO_40_2078_021w,DO-40-2078,40,47,21,21,5,4975,G24W1,<=5 months,5 months
DO_1D_3085_069w,DO-1D-3085,1D,63,69,69,16,5093,G24W2,13-18 months,8/10/16 months
DO_20_1089_022w,DO-20-1089,20,57,22,21,5,5082,G24W2,<=5 months,5 months
DO_20_1089_096w,DO-20-1089,20,66,96,96,22,5082,G24W2,19-24 months,22/28 months
DO_20_1089_069w,DO-20-1089,20,62,69,69,16,5082,G24W2,13-18 months,8/10/16 months
DO_1D_3072_021w,DO-1D-3072,1D,47,21,21,5,4976,G24W1,<=5 months,5 months
DO_1D_3072_174w,DO-1D-3072,1D,56,174,174,40,4976,G24W1,>=31 months,34+months
DO_1D_3072_095w,DO-1D-3072,1D,53,95,96,22,4976,G24W1,19-24 months,22/28 months
DO_1D_3072_148w,DO-1D-3072,1D,56,148,148,34,4976,G24W1,>=31 months,34+months
DO_1D_3072_120w,DO-1D-3072,1D,55,120,121,28,4976,G24W1,25-30 months,22/28 months
DO_1D_3029_035w,DO-1D-3029,1D,10,35,35,8,3396,G22W2,6-12 months,8/10/16 months
DO_1D_3029_043w,DO-1D-3029,1D,11,43,44,10,3396,G22W2,6-12 months,8/10/16 months
DO_1D_3029_097w,DO-1D-3029,1D,14,97,96,22,3396,G22W2,19-24 months,22/28 months
DO_1D_3029_069w,DO-1D-3029,1D,13,69,69,16,3396,G22W2,13-18 months,8/10/16 months
DO_40_2096_022w,DO-40-2096,40,58,22,21,5,5087,G24W2,<=5 months,5 months
DO_40_2096_096w,DO-40-2096,40,65,96,96,22,5087,G24W2,19-24 months,22/28 months
DO_40_2096_121w,DO-40-2096,40,67,121,121,28,5087,G24W2,25-30 months,22/28 months
DO_40_2096_069w,DO-40-2096,40,63,69,69,16,5087,G24W2,13-18 months,8/10/16 months
DO_40_2053_069w,DO-40-2053,40,39,69,69,16,4338,G23W2,13-18 months,8/10/16 months
DO_1D_3151_069w,DO-1D-3151,1D,101,69,69,16,6307,G27W2,13-18 months,8/10/16 months
DO_1D_3151_021w,DO-1D-3151,1D,97,21,21,5,6307,G27W2,<=5 months,5 months
DO_20_1042_096w,DO-20-1042,20,27,96,96,22,4107,G23W1,19-24 months,22/28 months
DO_20_1042_023w,DO-20-1042,20,18,23,21,5,4107,G23W1,<=5 months,5 months
DO_20_1042_044w,DO-20-1042,20,22,44,44,10,4107,G23W1,6-12 months,8/10/16 months
DO_20_1042_069w,DO-20-1042,20,25,69,69,16,4107,G23W1,13-18 months,8/10/16 months
DO_20_1042_148w,DO-20-1042,20,31,148,148,34,4107,G23W1,>=31 months,34+months
DO_2D_4086_121w,DO-2D-4086,2D,67,121,121,28,5095,G24W2,25-30 months,22/28 months
DO_2D_4086_043w,DO-2D-4086,2D,61,43,44,10,5095,G24W2,6-12 months,8/10/16 months
DO_AL_0115_096w,DO-AL-0115,AL,78,96,96,22,5878,G26W2,19-24 months,22/28 months
DO_AL_0115_120w,DO-AL-0115,AL,80,120,121,28,5878,G26W2,25-30 months,22/28 months
DO_AL_0115_069w,DO-AL-0115,AL,77,69,69,16,5878,G26W2,13-18 months,8/10/16 months
DO_20_1096_022w,DO-20-1096,20,57,22,21,5,5082,G24W2,<=5 months,5 months
DO_2D_4084_172w,DO-2D-4084,2D,67,172,174,40,5095,G24W2,>=31 months,34+months
DO_2D_4084_148w,DO-2D-4084,2D,67,148,148,34,5095,G24W2,>=31 months,34+months
DO_2D_4084_043w,DO-2D-4084,2D,61,43,44,10,5095,G24W2,6-12 months,8/10/16 months
DO_2D_4084_068w,DO-2D-4084,2D,64,68,69,16,5095,G24W2,13-18 months,8/10/16 months
DO_2D_4084_121w,DO-2D-4084,2D,67,121,121,28,5095,G24W2,25-30 months,22/28 months
DO_2D_4084_096w,DO-2D-4084,2D,65,96,96,22,5095,G24W2,19-24 months,22/28 months
DO_2D_4084_022w,DO-2D-4084,2D,59,22,21,5,5095,G24W2,<=5 months,5 months
DO_20_1160_121w,DO-20-1160,20,105,121,121,28,6304,G27W2,25-30 months,22/28 months
