sample,mouse.ID,Diet,Batch,age.wks,age.approx.wks,Age (month),Cage,Cohort,Age_bins,Age group
DO_20_1160_096w,DO-20-1160,20,102,96,96,22,6304,G27W2,19-24 months,22/28 months
DO_20_1160_069w,DO-20-1160,20,101,69,69,16,6304,G27W2,13-18 months,8/10/16 months
DO_20_1160_044w,DO-20-1160,20,99,44,44,10,6304,G27W2,6-12 months,8/10/16 months
DO_20_1160_021w,DO-20-1160,20,96,21,21,5,6304,G27W2,<=5 months,5 months
DO_2D_4180_044w,DO-2D-4180,2D,122,44,44,10,6539,G28W2,6-12 months,8/10/16 months
DO_2D_4180_021w,DO-2D-4180,2D,120,21,21,5,6539,G28W2,<=5 months,5 months
DO_2D_4180_069w,DO-2D-4180,2D,125,69,69,16,6539,G28W2,13-18 months,8/10/16 months
DO_2D_4180_096w,DO-2D-4180,2D,126,96,96,22,6539,G28W2,19-24 months,22/28 months
DO_2D_4167_121w,DO-2D-4167,2D,116,121,121,28,6477,G28W1,25-30 months,22/28 months
DO_2D_4167_097w,DO-2D-4167,2D,115,97,96,22,6477,G28W1,19-24 months,22/28 months
DO_2D_4167_069w,DO-2D-4167,2D,114,69,69,16,6477,G28W1,13-18 months,8/10/16 months
DO_2D_4167_021w,DO-2D-4167,2D,110,21,21,5,6477,G28W1,<=5 months,5 months
DO_AL_0020_035w,DO-AL-0020,AL,9,35,35,8,3389,G22W2,6-12 months,8/10/16 months
DO_AL_0020_097w,DO-AL-0020,AL,13,97,96,22,3389,G22W2,19-24 months,22/28 months
DO_AL_0020_069w,DO-AL-0020,AL,12,69,69,16,3389,G22W2,13-18 months,8/10/16 months
DO_AL_0020_043w,DO-AL-0020,AL,10,43,44,10,3389,G22W2,6-12 months,8/10/16 months
DO_20_1014_044w,DO-20-1014,20,1,44,44,10,3300,G22W1,6-12 months,8/10/16 months
DO_20_1014_038w,DO-20-1014,20,3,38,35,8,3300,G22W1,6-12 months,8/10/16 months
DO_20_1072_068w,DO-20-1072,20,51,68,69,16,4972,G24W1,13-18 months,8/10/16 months
DO_20_1072_096w,DO-20-1072,20,52,96,96,22,4972,G24W1,19-24 months,22/28 months
DO_20_1072_021w,DO-20-1072,20,46,21,21,5,4972,G24W1,<=5 months,5 months
DO_AL_0116_021w,DO-AL-0116,AL,75,21,21,5,5878,G26W2,<=5 months,5 months
DO_AL_0116_069w,DO-AL-0116,AL,77,69,69,16,5878,G26W2,13-18 months,8/10/16 months
DO_1D_3040_044w,DO-1D-3040,1D,23,44,44,10,4112,G23W1,6-12 months,8/10/16 months
DO_1D_3040_096w,DO-1D-3040,1D,28,96,96,22,4112,G23W1,19-24 months,22/28 months
DO_1D_3040_069w,DO-1D-3040,1D,25,69,69,16,4112,G23W1,13-18 months,8/10/16 months
DO_1D_3040_023w,DO-1D-3040,1D,19,23,21,5,4112,G23W1,<=5 months,5 months
DO_1D_3040_121w,DO-1D-3040,1D,30,121,121,28,4112,G23W1,25-30 months,22/28 months
DO_1D_3040_148w,DO-1D-3040,1D,31,148,148,34,4112,G23W1,>=31 months,34+months
DO_2D_4001_069w,DO-2D-4001,2D,5,69,69,16,3312,G22W1,13-18 months,8/10/16 months
DO_2D_4001_038w,DO-2D-4001,2D,4,38,35,8,3312,G22W1,6-12 months,8/10/16 months
DO_2D_4001_044w,DO-2D-4001,2D,2,44,44,10,3312,G22W1,6-12 months,8/10/16 months
DO_2D_4001_097w,DO-2D-4001,2D,6,97,96,22,3312,G22W1,19-24 months,22/28 months
DO_2D_4001_121w,DO-2D-4001,2D,6,121,121,28,3312,G22W1,25-30 months,22/28 months
DO_20_1103_044w,DO-20-1103,20,70,44,44,10,5836,G26W1,6-12 months,8/10/16 months
DO_20_1103_020w,DO-20-1103,20,68,20,21,5,5836,G26W1,<=5 months,5 months
DO_AL_0123_021w,DO-AL-0123,AL,75,21,21,5,5879,G26W2,<=5 months,5 months
DO_AL_0123_096w,DO-AL-0123,AL,78,96,96,22,5879,G26W2,19-24 months,22/28 months
DO_AL_0123_044w,DO-AL-0123,AL,77,44,44,10,5879,G26W2,6-12 months,8/10/16 months
DO_20_1003_097w,DO-20-1003,20,6,97,96,22,3299,G22W1,19-24 months,22/28 months
DO_20_1003_038w,DO-20-1003,20,3,38,35,8,3299,G22W1,6-12 months,8/10/16 months
DO_20_1003_121w,DO-20-1003,20,6,121,121,28,3299,G22W1,25-30 months,22/28 months
DO_20_1003_069w,DO-20-1003,20,4,69,69,16,3299,G22W1,13-18 months,8/10/16 months
DO_20_1003_044w,DO-20-1003,20,1,44,44,10,3299,G22W1,6-12 months,8/10/16 months
DO_20_1003_148w,DO-20-1003,20,7,148,148,34,3299,G22W1,>=31 months,34+months
DO_2D_4099_121w,DO-2D-4099,2D,81,121,121,28,5844,G26W1,25-30 months,22/28 months
DO_2D_4099_069w,DO-2D-4099,2D,73,69,69,16,5844,G26W1,13-18 months,8/10/16 months
DO_2D_4099_044w,DO-2D-4099,2D,71,44,44,10,5844,G26W1,6-12 months,8/10/16 months
DO_2D_4099_148w,DO-2D-4099,2D,74,148,148,34,5844,G26W1,>=31 months,34+months
DO_2D_4099_096w,DO-2D-4099,2D,74,96,96,22,5844,G26W1,19-24 months,22/28 months
DO_1D_3063_121w,DO-1D-3063,1D,45,121,121,28,4341,G23W2,25-30 months,22/28 months
DO_1D_3063_096w,DO-1D-3063,1D,43,96,96,22,4341,G23W2,19-24 months,22/28 months
DO_1D_3063_069w,DO-1D-3063,1D,40,69,69,16,4341,G23W2,13-18 months,8/10/16 months
DO_40_2167_021w,DO-40-2167,40,108,21,21,5,6473,G28W1,<=5 months,5 months
DO_40_2167_148w,DO-40-2167,40,117,148,148,34,6473,G28W1,>=31 months,34+months
DO_40_2167_174w,DO-40-2167,40,129,174,174,40,6473,G28W1,>=31 months,34+months
DO_40_2167_121w,DO-40-2167,40,116,121,121,28,6473,G28W1,25-30 months,22/28 months
DO_2D_4040_096w,DO-2D-4040,2D,28,96,96,22,4114,G23W1,19-24 months,22/28 months
DO_2D_4040_069w,DO-2D-4040,2D,26,69,69,16,4114,G23W1,13-18 months,8/10/16 months
DO_2D_4040_121w,DO-2D-4040,2D,30,121,121,28,4114,G23W1,25-30 months,22/28 months
DO_40_2029_069w,DO-40-2029,40,12,69,69,16,3394,G22W2,13-18 months,8/10/16 months
DO_40_2029_121w,DO-40-2029,40,15,121,121,28,3394,G22W2,25-30 months,22/28 months
DO_40_2029_035w,DO-40-2029,40,9,35,35,8,3394,G22W2,6-12 months,8/10/16 months
DO_40_2029_043w,DO-40-2029,40,11,43,44,10,3394,G22W2,6-12 months,8/10/16 months
DO_1D_3034_044w,DO-1D-3034,1D,23,44,44,10,4112,G23W1,6-12 months,8/10/16 months
DO_1D_3034_069w,DO-1D-3034,1D,25,69,69,16,4112,G23W1,13-18 months,8/10/16 months
DO_1D_3034_023w,DO-1D-3034,1D,19,23,21,5,4112,G23W1,<=5 months,5 months
DO_1D_3034_096w,DO-1D-3034,1D,28,96,96,22,4112,G23W1,19-24 months,22/28 months
DO_20_1167_021w,DO-20-1167,20,108,21,21,5,6471,G28W1,<=5 months,5 months
DO_AL_0111_020w,DO-AL-0111,AL,68,20,21,5,5837,G26W1,<=5 months,5 months
DO_AL_0111_044w,DO-AL-0111,AL,70,44,44,10,5837,G26W1,6-12 months,8/10/16 months
DO_20_1005_038w,DO-20-1005,20,3,38,35,8,3299,G22W1,6-12 months,8/10/16 months
DO_20_1005_044w,DO-20-1005,20,1,44,44,10,3299,G22W1,6-12 months,8/10/16 months
DO_1D_3140_021w,DO-1D-3140,1D,85,21,21,5,6189,G27W1,<=5 months,5 months
DO_2D_4025_043w,DO-2D-4025,2D,11,43,44,10,3398,G22W2,6-12 months,8/10/16 months
DO_2D_4025_035w,DO-2D-4025,2D,10,35,35,8,3398,G22W2,6-12 months,8/10/16 months
DO_2D_4025_069w,DO-2D-4025,2D,13,69,69,16,3398,G22W2,13-18 months,8/10/16 months
DO_2D_4057_096w,DO-2D-4057,2D,43,96,96,22,4336,G23W2,19-24 months,22/28 months
DO_2D_4057_069w,DO-2D-4057,2D,40,69,69,16,4336,G23W2,13-18 months,8/10/16 months
DO_2D_4057_044w,DO-2D-4057,2D,37,44,44,10,4336,G23W2,6-12 months,8/10/16 months
DO_2D_4057_121w,DO-2D-4057,2D,45,121,121,28,4336,G23W2,25-30 months,22/28 months
DO_20_1013_069w,DO-20-1013,20,5,69,69,16,3300,G22W1,13-18 months,8/10/16 months
DO_20_1013_038w,DO-20-1013,20,3,38,35,8,3300,G22W1,6-12 months,8/10/16 months
DO_20_1013_044w,DO-20-1013,20,1,44,44,10,3300,G22W1,6-12 months,8/10/16 months
DO_20_1013_097w,DO-20-1013,20,6,97,96,22,3300,G22W1,19-24 months,22/28 months
DO_20_1013_148w,DO-20-1013,20,7,148,148,34,3300,G22W1,>=31 months,34+months
DO_20_1013_121w,DO-20-1013,20,6,121,121,28,3300,G22W1,25-30 months,22/28 months
DO_1D_3024_121w,DO-1D-3024,1D,15,121,121,28,3395,G22W2,25-30 months,22/28 months
DO_1D_3024_035w,DO-1D-3024,1D,10,35,35,8,3395,G22W2,6-12 months,8/10/16 months
DO_1D_3024_043w,DO-1D-3024,1D,11,43,44,10,3395,G22W2,6-12 months,8/10/16 months
DO_1D_3024_148w,DO-1D-3024,1D,16,148,148,34,3395,G22W2,>=31 months,34+months
DO_AL_0081_096w,DO-AL-0081,AL,64,96,96,22,5076,G24W2,19-24 months,22/28 months
DO_20_1130_021w,DO-20-1130,20,83,21,21,5,6184,G27W1,<=5 months,5 months
DO_20_1130_069w,DO-20-1130,20,89,69,69,16,6184,G27W1,13-18 months,8/10/16 months
DO_20_1130_044w,DO-20-1130,20,86,44,44,10,6184,G27W1,6-12 months,8/10/16 months
DO_AL_0126_021w,DO-AL-0126,AL,75,21,21,5,5879,G26W2,<=5 months,5 months
DO_AL_0126_044w,DO-AL-0126,AL,77,44,44,10,5879,G26W2,6-12 months,8/10/16 months
DO_1D_3037_121w,DO-1D-3037,1D,30,121,121,28,4112,G23W1,25-30 months,22/28 months
DO_1D_3037_096w,DO-1D-3037,1D,28,96,96,22,4112,G23W1,19-24 months,22/28 months
DO_1D_3037_069w,DO-1D-3037,1D,25,69,69,16,4112,G23W1,13-18 months,8/10/16 months
DO_1D_3037_023w,DO-1D-3037,1D,19,23,21,5,4112,G23W1,<=5 months,5 months
DO_1D_3037_044w,DO-1D-3037,1D,23,44,44,10,4112,G23W1,6-12 months,8/10/16 months
DO_1D_3071_095w,DO-1D-3071,1D,53,95,96,22,4976,G24W1,19-24 months,22/28 months
DO_1D_3071_068w,DO-1D-3071,1D,52,68,69,16,4976,G24W1,13-18 months,8/10/16 months
DO_1D_3071_021w,DO-1D-3071,1D,47,21,21,5,4976,G24W1,<=5 months,5 months
DO_2D_4036_069w,DO-2D-4036,2D,26,69,69,16,4114,G23W1,13-18 months,8/10/16 months
DO_2D_4036_096w,DO-2D-4036,2D,28,96,96,22,4114,G23W1,19-24 months,22/28 months
DO_2D_4030_069w,DO-2D-4030,2D,13,69,69,16,3398,G22W2,13-18 months,8/10/16 months
DO_2D_4030_043w,DO-2D-4030,2D,12,43,44,10,3398,G22W2,6-12 months,8/10/16 months
DO_2D_4030_097w,DO-2D-4030,2D,14,97,96,22,3398,G22W2,19-24 months,22/28 months
DO_2D_4030_035w,DO-2D-4030,2D,10,35,35,8,3398,G22W2,6-12 months,8/10/16 months
DO_1D_3090_069w,DO-1D-3090,1D,63,69,69,16,5094,G24W2,13-18 months,8/10/16 months
DO_1D_3090_022w,DO-1D-3090,1D,58,22,21,5,5094,G24W2,<=5 months,5 months
DO_1D_3090_044w,DO-1D-3090,1D,61,44,44,10,5094,G24W2,6-12 months,8/10/16 months
DO_1D_3090_096w,DO-1D-3090,1D,65,96,96,22,5094,G24W2,19-24 months,22/28 months
DO_1D_3090_121w,DO-1D-3090,1D,67,121,121,28,5094,G24W2,25-30 months,22/28 months
DO_2D_4123_096w,DO-2D-4123,2D,79,96,96,22,5887,G26W2,19-24 months,22/28 months
DO_2D_4123_069w,DO-2D-4123,2D,78,69,69,16,5887,G26W2,13-18 months,8/10/16 months
DO_2D_4123_120w,DO-2D-4123,2D,80,120,121,28,5887,G26W2,25-30 months,22/28 months
DO_2D_4123_044w,DO-2D-4123,2D,77,44,44,10,5887,G26W2,6-12 months,8/10/16 months
DO_2D_4123_021w,DO-2D-4123,2D,76,21,21,5,5887,G26W2,<=5 months,5 months
DO_40_2190_021w,DO-40-2190,40,119,21,21,5,6536,G28W2,<=5 months,5 months
DO_20_1012_069w,DO-20-1012,20,5,69,69,16,3300,G22W1,13-18 months,8/10/16 months
DO_20_1012_038w,DO-20-1012,20,3,38,35,8,3300,G22W1,6-12 months,8/10/16 months
DO_20_1012_097w,DO-20-1012,20,6,97,96,22,3300,G22W1,19-24 months,22/28 months
DO_20_1012_044w,DO-20-1012,20,1,44,44,10,3300,G22W1,6-12 months,8/10/16 months
DO_1D_3076_021w,DO-1D-3076,1D,48,21,21,5,4977,G24W1,<=5 months,5 months
DO_1D_3076_068w,DO-1D-3076,1D,52,68,69,16,4977,G24W1,13-18 months,8/10/16 months
DO_1D_3076_044w,DO-1D-3076,1D,50,44,44,10,4977,G24W1,6-12 months,8/10/16 months
DO_1D_3076_095w,DO-1D-3076,1D,54,95,96,22,4977,G24W1,19-24 months,22/28 months
DO_1D_3076_120w,DO-1D-3076,1D,55,120,121,28,4977,G24W1,25-30 months,22/28 months
DO_40_2070_095w,DO-40-2070,40,53,95,96,22,4974,G24W1,19-24 months,22/28 months
DO_40_2070_068w,DO-40-2070,40,51,68,69,16,4974,G24W1,13-18 months,8/10/16 months
DO_40_2070_021w,DO-40-2070,40,47,21,21,5,4974,G24W1,<=5 months,5 months
DO_40_2070_120w,DO-40-2070,40,55,120,121,28,4974,G24W1,25-30 months,22/28 months
DO_40_2070_174w,DO-40-2070,40,56,174,174,40,4974,G24W1,>=31 months,34+months
DO_40_2047_023w,DO-40-2047,40,19,23,21,5,4109,G23W1,<=5 months,5 months
DO_40_2047_044w,DO-40-2047,40,23,44,44,10,4109,G23W1,6-12 months,8/10/16 months
DO_AL_0108_096w,DO-AL-0108,AL,74,96,96,22,5837,G26W1,19-24 months,22/28 months
DO_AL_0108_044w,DO-AL-0108,AL,70,44,44,10,5837,G26W1,6-12 months,8/10/16 months
DO_AL_0108_069w,DO-AL-0108,AL,72,69,69,16,5837,G26W1,13-18 months,8/10/16 months
DO_AL_0108_020w,DO-AL-0108,AL,68,20,21,5,5837,G26W1,<=5 months,5 months
DO_40_2131_096w,DO-40-2131,40,92,96,96,22,6186,G27W1,19-24 months,22/28 months
DO_40_2131_069w,DO-40-2131,40,90,69,69,16,6186,G27W1,13-18 months,8/10/16 months
DO_40_2131_044w,DO-40-2131,40,86,44,44,10,6186,G27W1,6-12 months,8/10/16 months
DO_40_2058_020w,DO-40-2058,40,34,20,21,5,4339,G23W2,<=5 months,5 months
DO_20_1111_096w,DO-20-1111,20,74,96,96,22,5838,G26W1,19-24 months,22/28 months
DO_20_1111_021w,DO-20-1111,20,69,21,21,5,5838,G26W1,<=5 months,5 months
DO_20_1111_121w,DO-20-1111,20,81,121,121,28,5838,G26W1,25-30 months,22/28 months
DO_20_1111_044w,DO-20-1111,20,70,44,44,10,5838,G26W1,6-12 months,8/10/16 months
DO_AL_0089_022w,DO-AL-0089,AL,56,22,21,5,5077,G24W2,<=5 months,5 months
DO_20_1126_120w,DO-20-1126,20,80,120,121,28,5881,G26W2,25-30 months,22/28 months
DO_20_1126_021w,DO-20-1126,20,75,21,21,5,5881,G26W2,<=5 months,5 months
DO_20_1126_096w,DO-20-1126,20,79,96,96,22,5881,G26W2,19-24 months,22/28 months
DO_20_1126_044w,DO-20-1126,20,77,44,44,10,5881,G26W2,6-12 months,8/10/16 months
DO_2D_4017_097w,DO-2D-4017,2D,14,97,96,22,3397,G22W2,19-24 months,22/28 months
DO_2D_4017_069w,DO-2D-4017,2D,13,69,69,16,3397,G22W2,13-18 months,8/10/16 months
DO_2D_4017_035w,DO-2D-4017,2D,10,35,35,8,3397,G22W2,6-12 months,8/10/16 months
DO_2D_4017_043w,DO-2D-4017,2D,11,43,44,10,3397,G22W2,6-12 months,8/10/16 months
DO_20_1073_021w,DO-20-1073,20,46,21,21,5,4973,G24W1,<=5 months,5 months
DO_1D_3043_069w,DO-1D-3043,1D,25,69,69,16,4113,G23W1,13-18 months,8/10/16 months
DO_1D_3043_148w,DO-1D-3043,1D,31,148,148,34,4113,G23W1,>=31 months,34+months
DO_1D_3043_121w,DO-1D-3043,1D,30,121,121,28,4113,G23W1,25-30 months,22/28 months
DO_1D_3043_023w,DO-1D-3043,1D,19,23,21,5,4113,G23W1,<=5 months,5 months
DO_1D_3043_096w,DO-1D-3043,1D,28,96,96,22,4113,G23W1,19-24 months,22/28 months
DO_1D_3043_044w,DO-1D-3043,1D,24,44,44,10,4113,G23W1,6-12 months,8/10/16 months
DO_40_2008_044w,DO-40-2008,40,1,44,44,10,3302,G22W1,6-12 months,8/10/16 months
DO_40_2008_097w,DO-40-2008,40,6,97,96,22,3302,G22W1,19-24 months,22/28 months
DO_40_2008_069w,DO-40-2008,40,5,69,69,16,3302,G22W1,13-18 months,8/10/16 months
DO_40_2008_038w,DO-40-2008,40,3,38,35,8,3302,G22W1,6-12 months,8/10/16 months
DO_AL_0054_096w,DO-AL-0054,AL,41,96,96,22,4332,G23W2,19-24 months,22/28 months
DO_AL_0054_020w,DO-AL-0054,AL,32,20,21,5,4332,G23W2,<=5 months,5 months
DO_2D_4134_044w,DO-2D-4134,2D,88,44,44,10,6190,G27W1,6-12 months,8/10/16 months
DO_2D_4134_069w,DO-2D-4134,2D,91,69,69,16,6190,G27W1,13-18 months,8/10/16 months
DO_2D_4173_021w,DO-2D-4173,2D,110,21,21,5,6478,G28W1,<=5 months,5 months
DO_1D_3174_021w,DO-1D-3174,1D,109,21,21,5,6476,G28W1,<=5 months,5 months
DO_1D_3174_121w,DO-1D-3174,1D,116,121,121,28,6476,G28W1,25-30 months,22/28 months
DO_40_2072_021w,DO-40-2072,40,47,21,21,5,4974,G24W1,<=5 months,5 months
DO_40_2072_095w,DO-40-2072,40,53,95,96,22,4974,G24W1,19-24 months,22/28 months
DO_40_2072_120w,DO-40-2072,40,55,120,121,28,4974,G24W1,25-30 months,22/28 months
DO_1D_3080_044w,DO-1D-3080,1D,50,44,44,10,4977,G24W1,6-12 months,8/10/16 months
DO_1D_3080_021w,DO-1D-3080,1D,48,21,21,5,4977,G24W1,<=5 months,5 months
DO_1D_3080_068w,DO-1D-3080,1D,52,68,69,16,4977,G24W1,13-18 months,8/10/16 months
DO_1D_3080_095w,DO-1D-3080,1D,54,95,96,22,4977,G24W1,19-24 months,22/28 months
DO_2D_4137_021w,DO-2D-4137,2D,85,21,21,5,6191,G27W1,<=5 months,5 months
DO_2D_4137_121w,DO-2D-4137,2D,95,121,121,28,6191,G27W1,25-30 months,22/28 months
DO_2D_4137_096w,DO-2D-4137,2D,93,96,96,22,6191,G27W1,19-24 months,22/28 months
DO_2D_4137_069w,DO-2D-4137,2D,91,69,69,16,6191,G27W1,13-18 months,8/10/16 months
DO_1D_3102_020w,DO-1D-3102,1D,69,20,21,5,5842,G26W1,<=5 months,5 months
DO_1D_3102_121w,DO-1D-3102,1D,81,121,121,28,5842,G26W1,25-30 months,22/28 months
DO_1D_3102_096w,DO-1D-3102,1D,74,96,96,22,5842,G26W1,19-24 months,22/28 months
DO_AL_0173_097w,DO-AL-0173,AL,115,97,96,22,6470,G28W1,19-24 months,22/28 months
DO_AL_0173_044w,DO-AL-0173,AL,111,44,44,10,6470,G28W1,6-12 months,8/10/16 months
DO_AL_0173_021w,DO-AL-0173,AL,107,21,21,5,6470,G28W1,<=5 months,5 months
DO_AL_0173_069w,DO-AL-0173,AL,113,69,69,16,6470,G28W1,13-18 months,8/10/16 months
DO_AL_0173_121w,DO-AL-0173,AL,116,121,121,28,6470,G28W1,25-30 months,22/28 months
DO_AL_0046_023w,DO-AL-0046,AL,17,23,21,5,4105,G23W1,<=5 months,5 months
DO_AL_0046_044w,DO-AL-0046,AL,22,44,44,10,4105,G23W1,6-12 months,8/10/16 months
DO_AL_0046_096w,DO-AL-0046,AL,27,96,96,22,4105,G23W1,19-24 months,22/28 months
DO_AL_0046_069w,DO-AL-0046,AL,25,69,69,16,4105,G23W1,13-18 months,8/10/16 months
DO_20_1143_069w,DO-20-1143,20,90,69,69,16,6185,G27W1,13-18 months,8/10/16 months
DO_20_1143_021w,DO-20-1143,20,84,21,21,5,6185,G27W1,<=5 months,5 months
DO_20_1143_044w,DO-20-1143,20,86,44,44,10,6185,G27W1,6-12 months,8/10/16 months
DO_1D_3100_044w,DO-1D-3100,1D,71,44,44,10,5842,G26W1,6-12 months,8/10/16 months
DO_1D_3100_020w,DO-1D-3100,1D,69,20,21,5,5842,G26W1,<=5 months,5 months
DO_1D_3100_069w,DO-1D-3100,1D,73,69,69,16,5842,G26W1,13-18 months,8/10/16 months
DO_40_2023_043w,DO-40-2023,40,11,43,44,10,3393,G22W2,6-12 months,8/10/16 months
DO_40_2023_121w,DO-40-2023,40,15,121,121,28,3393,G22W2,25-30 months,22/28 months
DO_40_2023_148w,DO-40-2023,40,15,148,148,34,3393,G22W2,>=31 months,34+months
DO_40_2023_097w,DO-40-2023,40,14,97,96,22,3393,G22W2,19-24 months,22/28 months
DO_40_2023_069w,DO-40-2023,40,12,69,69,16,3393,G22W2,13-18 months,8/10/16 months
DO_20_1043_096w,DO-20-1043,20,27,96,96,22,4107,G23W1,19-24 months,22/28 months
DO_20_1043_069w,DO-20-1043,20,25,69,69,16,4107,G23W1,13-18 months,8/10/16 months
DO_20_1043_044w,DO-20-1043,20,22,44,44,10,4107,G23W1,6-12 months,8/10/16 months
DO_1D_3108_020w,DO-1D-3108,1D,69,20,21,5,5843,G26W1,<=5 months,5 months
DO_20_1189_096w,DO-20-1189,20,126,96,96,22,6534,G28W2,19-24 months,22/28 months
DO_20_1189_122w,DO-20-1189,20,127,122,121,28,6534,G28W2,25-30 months,22/28 months
DO_20_1189_021w,DO-20-1189,20,119,21,21,5,6534,G28W2,<=5 months,5 months
DO_20_1189_069w,DO-20-1189,20,123,69,69,16,6534,G28W2,13-18 months,8/10/16 months
DO_20_1068_096w,DO-20-1068,20,52,96,96,22,4972,G24W1,19-24 months,22/28 months
DO_20_1068_021w,DO-20-1068,20,46,21,21,5,4972,G24W1,<=5 months,5 months
DO_20_1068_068w,DO-20-1068,20,50,68,69,16,4972,G24W1,13-18 months,8/10/16 months
DO_2D_4026_035w,DO-2D-4026,2D,10,35,35,8,3398,G22W2,6-12 months,8/10/16 months
DO_2D_4026_097w,DO-2D-4026,2D,14,97,96,22,3398,G22W2,19-24 months,22/28 months
DO_2D_4026_069w,DO-2D-4026,2D,13,69,69,16,3398,G22W2,13-18 months,8/10/16 months
DO_40_2100_020w,DO-40-2100,40,69,20,21,5,5840,G26W1,<=5 months,5 months
DO_40_2100_069w,DO-40-2100,40,72,69,69,16,5840,G26W1,13-18 months,8/10/16 months
DO_40_2100_044w,DO-40-2100,40,70,44,44,10,5840,G26W1,6-12 months,8/10/16 months
DO_20_1091_022w,DO-20-1091,20,57,22,21,5,5082,G24W2,<=5 months,5 months
DO_20_1091_069w,DO-20-1091,20,62,69,69,16,5082,G24W2,13-18 months,8/10/16 months
DO_20_1050_020w,DO-20-1050,20,33,20,21,5,4335,G23W2,<=5 months,5 months
DO_2D_4054_020w,DO-2D-4054,2D,35,20,21,5,4334,G23W2,<=5 months,5 months
DO_2D_4054_069w,DO-2D-4054,2D,40,69,69,16,4334,G23W2,13-18 months,8/10/16 months
DO_2D_4054_096w,DO-2D-4054,2D,43,96,96,22,4334,G23W2,19-24 months,22/28 months
DO_2D_4069_021w,DO-2D-4069,2D,48,21,21,5,4978,G24W1,<=5 months,5 months
DO_2D_4069_095w,DO-2D-4069,2D,54,95,96,22,4978,G24W1,19-24 months,22/28 months
DO_2D_4069_068w,DO-2D-4069,2D,52,68,69,16,4978,G24W1,13-18 months,8/10/16 months
DO_2D_4069_044w,DO-2D-4069,2D,50,44,44,10,4978,G24W1,6-12 months,8/10/16 months
DO_2D_4048_069w,DO-2D-4048,2D,26,69,69,16,4115,G23W1,13-18 months,8/10/16 months
DO_20_1154_044w,DO-20-1154,20,99,44,44,10,6304,G27W2,6-12 months,8/10/16 months
DO_20_1154_069w,DO-20-1154,20,100,69,69,16,6304,G27W2,13-18 months,8/10/16 months
DO_20_1154_021w,DO-20-1154,20,96,21,21,5,6304,G27W2,<=5 months,5 months
DO_2D_4107_044w,DO-2D-4107,2D,72,44,44,10,5845,G26W1,6-12 months,8/10/16 months
DO_2D_4107_020w,DO-2D-4107,2D,69,20,21,5,5845,G26W1,<=5 months,5 months
DO_20_1131_069w,DO-20-1131,20,89,69,69,16,6184,G27W1,13-18 months,8/10/16 months
DO_20_1131_021w,DO-20-1131,20,83,21,21,5,6184,G27W1,<=5 months,5 months
DO_20_1131_096w,DO-20-1131,20,92,96,96,22,6184,G27W1,19-24 months,22/28 months
DO_20_1131_121w,DO-20-1131,20,94,121,121,28,6184,G27W1,25-30 months,22/28 months
DO_1D_3117_021w,DO-1D-3117,1D,76,21,21,5,5884,G26W2,<=5 months,5 months
DO_1D_3117_069w,DO-1D-3117,1D,78,69,69,16,5884,G26W2,13-18 months,8/10/16 months
DO_1D_3117_120w,DO-1D-3117,1D,80,120,121,28,5884,G26W2,25-30 months,22/28 months
DO_40_2027_121w,DO-40-2027,40,15,121,121,28,3394,G22W2,25-30 months,22/28 months
DO_40_2027_097w,DO-40-2027,40,14,97,96,22,3394,G22W2,19-24 months,22/28 months
DO_40_2027_148w,DO-40-2027,40,16,148,148,34,3394,G22W2,>=31 months,34+months
DO_20_1048_044w,DO-20-1048,20,22,44,44,10,4107,G23W1,6-12 months,8/10/16 months
DO_20_1048_023w,DO-20-1048,20,18,23,21,5,4107,G23W1,<=5 months,5 months
DO_AL_0068_120w,DO-AL-0068,AL,54,120,121,28,4968,G24W1,25-30 months,22/28 months
DO_AL_0068_068w,DO-AL-0068,AL,50,68,69,16,4968,G24W1,13-18 months,8/10/16 months
DO_AL_0068_044w,DO-AL-0068,AL,48,44,44,10,4968,G24W1,6-12 months,8/10/16 months
DO_AL_0068_095w,DO-AL-0068,AL,52,95,96,22,4968,G24W1,19-24 months,22/28 months
DO_20_1117_120w,DO-20-1117,20,80,120,121,28,5880,G26W2,25-30 months,22/28 months
DO_20_1117_044w,DO-20-1117,20,77,44,44,10,5880,G26W2,6-12 months,8/10/16 months
DO_20_1117_069w,DO-20-1117,20,78,69,69,16,5880,G26W2,13-18 months,8/10/16 months
DO_20_1117_021w,DO-20-1117,20,75,21,21,5,5880,G26W2,<=5 months,5 months
DO_40_2113_120w,DO-40-2113,40,80,120,121,28,5882,G26W2,25-30 months,22/28 months
DO_40_2113_069w,DO-40-2113,40,78,69,69,16,5882,G26W2,13-18 months,8/10/16 months
DO_40_2113_021w,DO-40-2113,40,75,21,21,5,5882,G26W2,<=5 months,5 months
DO_40_2113_044w,DO-40-2113,40,77,44,44,10,5882,G26W2,6-12 months,8/10/16 months
DO_40_2113_148w,DO-40-2113,40,82,148,148,34,5882,G26W2,>=31 months,34+months
DO_40_2130_096w,DO-40-2130,40,92,96,96,22,6186,G27W1,19-24 months,22/28 months
DO_40_2130_021w,DO-40-2130,40,84,21,21,5,6186,G27W1,<=5 months,5 months
DO_40_2130_069w,DO-40-2130,40,90,69,69,16,6186,G27W1,13-18 months,8/10/16 months
DO_40_2130_121w,DO-40-2130,40,94,121,121,28,6186,G27W1,25-30 months,22/28 months
